price,hashrate,trials
62869.495587375786,155349877.0,25
62621.714145167956,155349877.0,25
63679.25455329327,155349877.0,25
63322.21797924408,155349877.0,25
63135.79766601669,155349877.0,25
62457.22012423036,155349877.0,25
62776.42501138845,155349877.0,25
65234.79633861841,155349877.0,25
66337.62384422636,155349877.0,25
65209.45260885372,155349877.0,25
65368.87256005655,155349877.0,25
68207.18579702487,155349877.0,25
70831.70717462042,155349877.0,25
71819.74721139293,155349877.0,25
73163.8887605325,155349877.0,25
71370.04413232132,158979288.92,25
71913.6889161267,159126085.4,25
74158.40159582591,159207207.64,25
73599.7519688446,159282934.28,25
74582.07251016129,159445468.24,25
75691.8794612293,159561693.52,25
73482.32187998969,159654937.48,25
70795.38551912428,161944424.56,25
70750.97874198749,162159194.24,25
72069.7757066099,162328367.8,25
70480.10542522486,162402565.2,25
70743.56997438491,162549771.4,25
72517.23563163044,162672882.32,25
70980.140814437,162809913.96,25
74012.99802488502,165726458.48,25
73820.45645381918,166076414.16,25
75887.70100804718,166215095.44,25
78153.66729302534,166486307.76,25
79961.02782151694,166615609.8,25
79085.4296755593,166669361.8,25
80181.16090281423,166950133.52,25
77037.09506052149,167190427.48,25
76529.55409484281,168327997.8,25
75883.92865051208,168383200.56,25
78313.86216866323,168667256.8,25
78625.65803276653,168839480.28,25
80091.3877723773,168758414.24,25
78837.05655119025,168968382.12,25
80968.38634663342,173219326.52,25
82259.6516297789,173867892.88,25
84433.0190743067,174153370.08,25
81469.42371027527,174421864.48,25
80716.79988834319,174582502.64,25
83201.6940876427,174316412.44,25
88052.64295868616,177516915.64,25
93547.87284466709,177804462.08,25
95990.02737176932,178035403.44,25
93607.60487555445,178358814.4,25
93797.35458034831,178624639.6,25
92042.18777026358,178815187.52,25
90937.27426918544,178726779.36,25
92930.99652217586,178858401.24,25
96352.08740808988,180909192.28,25
97854.33909034738,181628407.36,25
93069.83250873374,182006274.56,25
92823.98724933842,182364438.8,25
94857.70528704679,182675880.12,25
92033.59554964265,182887076.44,25
95935.2849957506,182952282.48,25
92883.83069292644,184386333.72,25
95078.96590704631,184740708.96,25
97626.87803039033,185165683.36,25
100899.7691503279,185535281.52,25
103553.33552377713,185982977.64,25
106381.60320830264,186108278.2,25
105306.52159619278,186337269.0,25
102916.35381208884,187445689.04,25
105874.27833471667,188107269.36,25
107587.45636358218,189324106.64,25
106709.64375089071,189218243.4,25
108265.646343128,189395706.16,25
108974.5784401483,189822512.16,25
113476.10269491337,190044964.56,25
111190.46702175416,190165975.08,25
110078.74537978342,190193631.08,25
104944.31323577817,190343826.44,25
105141.96698626748,190469712.64,25
113406.23438019857,190721249.16,25
111230.64331042074,190970885.0,25
114533.1434105588,191418367.0,25
117072.49369992327,193665114.56,25
108310.80286482075,194669405.4,25
107095.92195549446,195297502.2,25
110902.32903482372,195629431.16,25
121459.414264909,195896277.16,25
123420.54566788365,196243112.36,25
132288.4699421975,196275386.88,25
135246.3169753694,196757692.6,25
130998.53068337437,197232180.36,25
133196.0400747934,197683059.28,25
123311.09034674075,198027278.44,25
127676.81049384164,198403288.76,25
131233.10103934156,200432918.96,25
134534.07798493624,200932830.24,25
140942.51870669625,202169005.6,25
143201.6835023138,203176989.56,25
