price,hashrate,trials
62869.495587375786,155915066.0,25
66495.89685863144,155915066.0,25
65680.20633535803,155915066.0,25
64414.64854701559,155915066.0,25
62151.087473125735,155915066.0,25
62913.26351121301,155915066.0,25
63546.9729670333,155915066.0,25
65148.90555968843,155915066.0,25
66679.34793989749,155915066.0,25
69346.83885942698,155915066.0,25
70245.51154536146,155915066.0,25
70713.61572364578,155915066.0,25
71114.5388551986,155915066.0,25
70116.19522899389,155915066.0,25
72516.14439084088,155915066.0,25
73515.4966210364,159370053.16,25
73757.97087507247,159596644.36,25
77131.34488798062,159790380.84,25
75655.5740282761,159984218.96,25
75997.54153986422,160072350.84,25
74501.95092682735,160182129.96,25
71437.0528090725,160246139.0,25
72357.57112298944,162486312.72,25
75755.68101336058,162693352.6,25
74596.95886542083,162881696.6,25
74796.0491710241,163049827.96,25
75782.31695045346,163188160.32,25
75269.68776892597,163331513.24,25
73400.42338273936,163474631.52,25
74186.17599069532,166221530.64,25
77741.98342990277,166743603.52,25
76905.03531740767,166998404.72,25
76325.2262058043,167383514.16,25
76963.17753781723,167593192.96,25
73155.92022053376,167864084.2,25
74587.07912631347,168274626.96,25
74980.84241007366,168422369.28,25
77732.76086950793,169874435.72,25
75407.40435192693,170196356.6,25
77222.93583640392,170313598.76,25
73966.36215951965,170599405.0,25
77700.10696193116,170887812.76,25
77442.66722107318,171144260.76,25
79862.60718166102,174756323.08,25
73908.78328623893,175609309.92,25
71287.09534467036,176154627.44,25
69103.6631004895,176781298.84,25
66305.7267122698,177273247.44,25
68046.12786218109,177736222.52,25
66608.37622648472,180871368.04,25
62965.57194783744,181315432.36,25
63401.003975259235,181767497.84,25
58975.76410611666,182199087.2,25
61105.7865714441,182275662.88,25
58510.54263834911,182596946.76,25
56854.54763512176,183031912.08,25
56374.441876844015,183345482.8,25
57062.245374279504,184789647.44,25
58306.80329232022,185642264.24,25
56802.00411575534,185968035.72,25
56873.38349823064,186209270.4,25
57224.697304983856,186670299.24,25
58734.14196037279,187210553.08,25
56742.623535445964,187710114.4,25
56500.65418670545,188982347.52,25
58291.38897006658,188731342.8,25
57707.40130061879,189539749.0,25
58556.19381901725,189443510.4,25
58408.0502769527,189729546.36,25
57972.67503158534,189836327.92,25
58970.17668402933,189748403.36,25
57693.8245936998,190534411.68,25
58594.72659813229,191366602.96,25
56506.10827020084,192635535.04,25
51522.1079830694,192862951.48,25
50524.07912856776,192368865.16,25
52668.227888748224,192455518.52,25
53254.81922322935,192924374.56,25
53361.35753545356,193228641.84,25
50540.51418733683,193466829.6,25
49016.643555767296,194164596.92,25
48734.969484843576,194639150.32,25
45722.55489999722,194556974.8,25
46067.46352553814,194391429.96,25
46386.70977334724,194455850.16,25
44863.408077505585,195015467.16,25
43694.25806526393,195572901.56,25
42934.25055967129,195761942.76,25
43012.223228858085,196036944.8,25
42824.59527021583,196199864.36,25
43256.35404950401,196410025.08,25
40762.46126206864,196345554.52,25
42523.56036442539,196117438.28,25
43079.662734373815,196401914.28,25
42495.93593223815,196583774.12,25
42145.07499034195,196462834.68,25
42772.318112512825,196029846.0,25
42752.131934170255,197482633.44,25
43197.20452744985,197792879.2,25
43467.92470707927,197780354.36,25
43275.60733609207,197974487.52,25
