strategy,machine_type,elec_cost,day,n_machines,BTC,USD,price,global_hash_rate,global_mining_rev_btc,machine_hash_rate,machine_wattage,user_hash_rate,revenue_btc,expense_usd,total_position_usd
Long BTC,Antminer S17,0.04,68,227.0,4.422943758261505,0.0,37498.61349875888,187910270.48,1044.051656306906,56.0,2.5200000000000014,12712.0,0.07091891235266572,549.1584000000001,172005.03413251977
Long BTC,Antminer S17,0.04,69,227.0,4.471608756439156,0.0,37268.018711886,188061585.08,1044.045903738451,56.0,2.5200000000000014,12712.0,0.0709126661383157,549.1584000000001,173334.75961822382
Long BTC,Antminer S17,0.04,70,227.0,4.520529282914594,0.0,37974.108645235676,188040215.72,1044.0529891548974,56.0,2.5200000000000014,12712.0,0.07099177080397426,549.1584000000001,179079.11804167822
Long BTC,Antminer S17,0.04,71,227.0,4.569864447251035,0.0,38776.51450160546,189484481.12,1044.052258421302,56.0,2.5200000000000014,12712.0,0.07049228374934337,549.1584000000001,185111.23819588675
Long BTC,Antminer S17,0.04,72,227.0,4.618182275322899,0.0,37692.46731042924,190269736.52,1044.0512729864352,56.0,2.5200000000000014,12712.0,0.07020176459316475,549.1584000000001,181899.15677635456
Long BTC,Antminer S17,0.04,73,227.0,4.665929661204362,0.0,37062.96718835068,190411945.8,1044.048456873603,56.0,2.5200000000000014,12712.0,0.070320230508424,549.1584000000001,180823.69914388022
Long BTC,Antminer S17,0.04,74,227.0,4.713486978451342,0.0,35985.2456410935,190637844.08,1044.0522877872622,56.0,2.5200000000000014,12712.0,0.07028041149705803,549.1584000000001,177336.68772767502
Long BTC,Antminer S17,0.04,75,227.0,4.760281913279127,0.0,35407.08128462664,190574283.0,1044.049867930736,56.0,2.5200000000000014,12712.0,0.07034621341243258,549.1584000000001,176602.22861874715
Long BTC,Antminer S17,0.04,76,227.0,4.807490517296944,0.0,34776.49027223402,190646250.28,1044.0560927703086,56.0,2.5200000000000014,12712.0,0.07046088106436062,549.1584000000001,174887.64369241707
Long BTC,Antminer S17,0.04,77,227.0,4.8538122274313125,0.0,35341.674924765255,189792346.24,1044.0543660434557,56.0,2.5200000000000014,12712.0,0.07113146751780597,549.1584000000001,179789.57987722047
Long BTC,Antminer S17,0.04,78,227.0,4.89952732520605,0.0,35077.9103991236,189940848.28,1044.0540946752822,56.0,2.5200000000000014,12712.0,0.07120604027139293,549.1584000000001,180770.40129347096
Long BTC,Antminer S17,0.04,79,227.0,4.945081906400272,0.0,35495.43729604621,189932828.2,1044.0490901807823,56.0,2.5200000000000014,12712.0,0.0712431330226187,549.1584000000001,185102.76216331962
Long BTC,Antminer S17,0.04,80,227.0,4.989881640002883,0.0,35682.50622798468,190109780.8,1044.0573656580455,56.0,2.5200000000000014,12712.0,0.0712078258596371,549.1584000000001,188065.3023149879
Long BTC,Antminer S17,0.04,81,227.0,5.0360963256024895,0.0,38162.5638759778,190011335.0,1044.0534804155657,56.0,2.5200000000000014,12712.0,0.07134537427604623,549.1584000000001,203368.40862159786
Long BTC,Antminer S17,0.04,82,227.0,5.0816557924310395,0.0,37460.29776710786,189871543.84,1044.050669886657,56.0,2.5200000000000014,12712.0,0.07148724972822369,549.1584000000001,200822.01997145748
Long BTC,Antminer S17,0.04,83,227.0,5.126856485135805,0.0,37374.20262690503,189588582.72,1044.0488985324816,56.0,2.5200000000000014,12712.0,0.07170101491472078,549.1584000000001,202323.04599842886
Long BTC,Antminer S17,0.04,84,227.0,5.1715173162638495,0.0,35930.65604240731,189321144.16,1044.050068329304,56.0,2.5200000000000014,12712.0,0.07187877611692219,549.1584000000001,195891.99005367106
Long BTC,Antminer S17,0.04,85,227.0,5.21505244659096,0.0,34786.360213495376,189598079.56,1044.0471686751102,56.0,2.5200000000000014,12712.0,0.07188722232805614,549.1584000000001,191243.54591257483
Long BTC,Antminer S17,0.04,86,227.0,5.257319150192644,0.0,34590.64346018477,189606797.8,1044.0508658340152,56.0,2.5200000000000014,12712.0,0.07216059369298182,549.1584000000001,192606.63622341093
